,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
36,Associato confermato,ALBERTI Maria Alberta,F,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2014,01 - Scienze matematiche e informatiche
37,Ricercatore,ALBERTINI Francesca,F,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2014,01 - Scienze matematiche e informatiche
38,Ricercatore,ALDINI Alessandro,M,Urbino Carlo Bo,,INF/01,01/B1,Scienze di Base e Fondamenti (DiSBeF),2014,01 - Scienze matematiche e informatiche
39,Associato,ALDINUCCI Marco,M,TORINO,,INF/01,01/B1,Informatica,2014,01 - Scienze matematiche e informatiche
40,Ordinario,ALESSANDRINI Giovanni,M,TRIESTE,,MAT/05,01/A3,Matematica e Geoscienze,2014,01 - Scienze matematiche e informatiche
41,Ordinario,ALESSANDRINI Lucia,F,PARMA,,MAT/03,01/A2,MATEMATICA E INFORMATICA,2014,01 - Scienze matematiche e informatiche
42,Associato confermato,ALESSI Fabio,M,UDINE,,INF/01,01/B1,Matematica e Informatica,2014,01 - Scienze matematiche e informatiche
43,Ricercatore,ALESSIO Francesca Gemma,F,Politecnica delle MARCHE,,MAT/05,01/A3,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2014,01 - Scienze matematiche e informatiche
44,Associato confermato,ALETTI Giacomo,M,MILANO,,MAT/06,01/A3,Matematica 'Federigo Enriques',2014,01 - Scienze matematiche e informatiche
45,Ricercatore,ALFIERI Roberto,M,PARMA,,INF/01,01/B1,FISICA E SCIENZE DELLA TERRA MACEDONIO MELLONI,2014,01 - Scienze matematiche e informatiche
46,Associato,ALI' Giuseppe,M,della CALABRIA,,MAT/07,01/A4,Fisica,2014,01 - Scienze matematiche e informatiche
47,Associato,ALICANDRO Roberto,M,CASSINO e LAZIO MERIDIONALE,,MAT/05,01/A3,"Ingegneria Elettrica e dell'Informazione ""Maurizio Scarano""",2014,01 - Scienze matematiche e informatiche
48,Ricercatore,ALIFFI Davide,M,BOLOGNA,,MAT/03,01/A2,Matematica,2014,01 - Scienze matematiche e informatiche
49,Associato,ALONSO RODRIGUEZ Ana Maria,F,TRENTO,,MAT/08,01/A5,Matematica,2014,01 - Scienze matematiche e informatiche
50,Ordinario,ALTOMARE Francesco,M,BARI,,MAT/05,01/A3,Matematica,2014,01 - Scienze matematiche e informatiche
51,Ricercatore non confermato,ALVIANO Mario,M,della CALABRIA,,INF/01,01/B1,Matematica e Informatica - DeMaCS,2014,01 - Scienze matematiche e informatiche
52,Ordinario,ALVINO Angelo,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2014,01 - Scienze matematiche e informatiche
53,Associato confermato,ALZATI Alberto,M,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2014,01 - Scienze matematiche e informatiche
54,Ricercatore,AMADORI Anna Lisa,F,"""Parthenope"" di NAPOLI",,MAT/05,01/A3,SCIENZE E TECNOLOGIE,2014,01 - Scienze matematiche e informatiche
55,Associato,AMADORI Debora,F,L'AQUILA,,MAT/05,01/A3,Ingegneria e scienze dell'informazione e matematica,2014,01 - Scienze matematiche e informatiche
56,Associato confermato,AMALDI Edoardo,M,Politecnico di MILANO,,MAT/09,01/A6,"Elettronica, Informazione e Bioingegneria",2014,01 - Scienze matematiche e informatiche
57,Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Scienze di base e applicate per l'ingegneria,2014,01 - Scienze matematiche e informatiche
58,Ricercatore,AMATO Gianluca,M,CHIETI-PESCARA,,INF/01,01/B1,Economia,2014,01 - Scienze matematiche e informatiche
59,Ricercatore,AMATO Roberto,M,MESSINA,,MAT/05,01/A3,"INGEGNERIA CIVILE, INFORMATICA, EDILE, AMBIENTALE E MATEMATICA APPLICATA",2014,01 - Scienze matematiche e informatiche
60,Ordinario,AMBRIOLA Vincenzo,M,PISA,,INF/01,01/B1,INFORMATICA,2014,01 - Scienze matematiche e informatiche
61,Ricercatore,AMBROGIO Elisabetta,F,TORINO,,MAT/03,01/A2,Matematica Giuseppe Peano,2014,01 - Scienze matematiche e informatiche
62,Associato confermato,AMBROSI Davide Carlo,M,Politecnico di MILANO,,MAT/07,01/A4,Matematica,2014,01 - Scienze matematiche e informatiche
63,Ricercatore,AMBROSINO Daniela,F,GENOVA,,MAT/09,01/A6,Economia,2014,01 - Scienze matematiche e informatiche
64,Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,MAT/05,01/A3,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2014,01 - Scienze matematiche e informatiche
65,Associato,AMENDOLA Gennaro,M,"Univ. Telematica ""E-CAMPUS""",Ingegneria,MAT/03,01/A2,DIPARTIMENTO E-CAMPUS,2014,01 - Scienze matematiche e informatiche
66,Associato confermato,AMICI Oriella Maria,F,BARI,,MAT/03,01/A2,Matematica,2014,01 - Scienze matematiche e informatiche
67,Ricercatore,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,,MAT/07,01/A4,"Ingegneria Civile, dell'Energia, dell'Ambiente e dei Materiali",2014,01 - Scienze matematiche e informatiche
68,Associato confermato,AMODIO Pierluigi,M,BARI,,MAT/08,01/A5,Matematica,2014,01 - Scienze matematiche e informatiche
69,Associato confermato,AMOROSO Alessandro,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2014,01 - Scienze matematiche e informatiche
70,Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,,MAT/05,01/A3,Architettura,2014,01 - Scienze matematiche e informatiche
71,Ricercatore,ANCONA Davide,M,GENOVA,,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",2014,01 - Scienze matematiche e informatiche
72,Associato confermato,ANCONA Fabio,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2014,01 - Scienze matematiche e informatiche
73,Associato confermato,ANDREATTA Fabrizio,M,MILANO,,MAT/03,01/A2,Matematica 'Federigo Enriques',2014,01 - Scienze matematiche e informatiche
74,Ordinario,ANDREATTA Giovanni,M,PADOVA,,MAT/09,01/A6,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2014,01 - Scienze matematiche e informatiche
75,Ordinario,ANDREATTA Marco,M,TRENTO,,MAT/03,01/A2,Matematica,2014,01 - Scienze matematiche e informatiche
76,Associato confermato,ANDREINI Alessandra,F,SIENA,,MAT/05,01/A3,Ingegneria dellInformazione e Scienze Matematiche,2014,01 - Scienze matematiche e informatiche
77,Ricercatore,ANDREOLINI Mauro,M,MODENA e REGGIO EMILIA,,INF/01,01/B1,"Scienze fisiche, informatiche e matematiche",2014,01 - Scienze matematiche e informatiche
78,Ordinario,ANDRETTA Alessandro,M,TORINO,,MAT/01,01/A1,Matematica Giuseppe Peano,2014,01 - Scienze matematiche e informatiche
79,Ordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",,MAT/07,01/A4,Scienze di base e applicate per l'ingegneria,2014,01 - Scienze matematiche e informatiche
80,Ricercatore,ANEDDA Claudia,F,CAGLIARI,,MAT/05,01/A3,Matematica e Informatica,2014,01 - Scienze matematiche e informatiche
81,Associato confermato,ANELLO Giovanni,M,MESSINA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2014,01 - Scienze matematiche e informatiche
82,Associato confermato,ANGELERI Lidia,F,VERONA,,MAT/02,01/A2,Informatica,2014,01 - Scienze matematiche e informatiche
83,Ricercatore,ANGELONI Laura,F,PERUGIA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2014,01 - Scienze matematiche e informatiche
84,Associato confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),2014,01 - Scienze matematiche e informatiche
85,Ordinario,ANICHINI Giuseppe,M,FIRENZE,,MAT/05,01/A3,Matematica e Informatica Ulisse Dini(DIMAI),2014,01 - Scienze matematiche e informatiche
86,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANISETTI Marco,M,MILANO,,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',2014,01 - Scienze matematiche e informatiche
87,Ricercatore,ANNUNZIATO Mario,M,SALERNO,,MAT/08,01/A5,Matematica,2014,01 - Scienze matematiche e informatiche
88,Ricercatore,ANSELMA Luca,M,TORINO,,INF/01,01/B1,Informatica,2014,01 - Scienze matematiche e informatiche
89,Associato confermato,ANSELMO Marcella,F,SALERNO,,INF/01,01/B1,Informatica,2014,01 - Scienze matematiche e informatiche
90,Ricercatore,ANSINI Nadia,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Matematica,2014,01 - Scienze matematiche e informatiche
91,Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,,MAT/05,01/A3,Economia,2014,01 - Scienze matematiche e informatiche
92,Associato confermato,ANTONELLI Fabio,M,L'AQUILA,,MAT/06,01/A3,Ingegneria e scienze dell'informazione e matematica,2014,01 - Scienze matematiche e informatiche
93,Ricercatore,ANTONIETTI Paola Francesca,F,Politecnico di MILANO,,MAT/08,01/A5,Matematica,2014,01 - Scienze matematiche e informatiche
94,Ricercatore,ANTONINI Samuele,M,PAVIA,,MAT/04,01/A1,MATEMATICA,2014,01 - Scienze matematiche e informatiche
95,Associato confermato,ANTONIOTTI Marco,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2014,01 - Scienze matematiche e informatiche
96,Ordinario,ANZELLOTTI Gabriele,M,TRENTO,,MAT/05,01/A3,Matematica,2014,01 - Scienze matematiche e informatiche
97,Ordinario,APOLLONI Bruno,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2014,01 - Scienze matematiche e informatiche
98,Ordinario,ARBARELLO Enrico,M,"ROMA ""La Sapienza""",,MAT/03,01/A2,Matematica,2014,01 - Scienze matematiche e informatiche
99,Ordinario,ARBIB Claudio,M,L'AQUILA,,MAT/09,01/A6,Ingegneria e scienze dell'informazione e matematica,2014,01 - Scienze matematiche e informatiche
100,Associato,ARCHETTI Claudia,F,BRESCIA,,MAT/09,01/A6,ECONOMIA E MANAGEMENT,2014,01 - Scienze matematiche e informatiche
101,Ordinario,ARCHETTI Francesco,M,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2014,01 - Scienze matematiche e informatiche
102,Associato confermato,ARCOZZI Nicola,M,BOLOGNA,,MAT/05,01/A3,Matematica,2014,01 - Scienze matematiche e informatiche
103,Ricercatore,ARDAGNA Claudio Agostino,M,MILANO,,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',2014,01 - Scienze matematiche e informatiche
104,Associato confermato,ARDISSONO Liliana,F,TORINO,,INF/01,01/B1,Informatica,2014,01 - Scienze matematiche e informatiche
105,Associato confermato,ARDITO Ada,F,"ROMA ""La Sapienza""",,MAT/05,01/A3,Matematica,2014,01 - Scienze matematiche e informatiche
106,Ricercatore non confermato,ARDITO Carmelo Antonio,M,BARI,,INF/01,01/B1,Informatica,2014,01 - Scienze matematiche e informatiche
107,Ricercatore,ARDIZZONE Lucia,F,PALERMO,,MAT/05,01/A3,"Energia, Ingegneria dell'Informazione e Modelli Matematici (DEIM)",2014,01 - Scienze matematiche e informatiche
108,Ricercatore,ARDIZZONI Alessandro,M,TORINO,,MAT/02,01/A2,Matematica Giuseppe Peano,2014,01 - Scienze matematiche e informatiche
109,Ordinario,AREZZO Claudio,M,PARMA,,MAT/03,01/A2,MATEMATICA E INFORMATICA,2014,01 - Scienze matematiche e informatiche
110,Ricercatore,ARINGHIERI Roberto,M,TORINO,,INF/01,01/B1,Informatica,2014,01 - Scienze matematiche e informatiche
111,Associato confermato,ARIOLI Gianni,M,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2014,01 - Scienze matematiche e informatiche
112,Ordinario,AROSIO Alberto Giorgio,M,PARMA,,MAT/05,01/A3,MATEMATICA E INFORMATICA,2014,01 - Scienze matematiche e informatiche
113,Ricercatore,ARTALE Alessandro,M,Libera Università di BOLZANO,Scienze e Tecnologie Informatiche,INF/01,01/B1,FACOLTA' DI INGEGNERIA,2014,01 - Scienze matematiche e informatiche
114,Associato confermato,ARTALE Maria,F,"ROMA ""Tor Vergata""",,MAT/02,01/A2,Matematica,2014,01 - Scienze matematiche e informatiche
115,Ordinario,ARUFFO Ada,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2014,01 - Scienze matematiche e informatiche
116,Ordinario,ARZARELLO Ferdinando,M,TORINO,,MAT/04,01/A1,Matematica Giuseppe Peano,2014,01 - Scienze matematiche e informatiche
117,Ricercatore,ASCANELLI Alessia,F,FERRARA,,MAT/05,01/A3,Matematica e informatica,2014,01 - Scienze matematiche e informatiche
118,Ricercatore,ASCENZI Oscar,M,FERRARA,,MAT/05,01/A3,Matematica e informatica,2014,01 - Scienze matematiche e informatiche
119,Ricercatore,ASCI Claudio,M,TRIESTE,,MAT/06,01/A3,Matematica e Geoscienze,2014,01 - Scienze matematiche e informatiche
120,Ricercatore,ASCOLI Davide,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2014,01 - Scienze matematiche e informatiche
121,Ordinario,ASPERTI Andrea,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2014,01 - Scienze matematiche e informatiche
122,Associato confermato,ASTENGO Francesca,F,GENOVA,,MAT/05,01/A3,Matematica (DIMA),2014,01 - Scienze matematiche e informatiche
123,Associato confermato,ATENIESE Giuseppe,M,"ROMA ""La Sapienza""",,INF/01,01/B1,Informatica,2014,01 - Scienze matematiche e informatiche
124,Ordinario,ATTARDI Giuseppe,M,PISA,,INF/01,01/B1,INFORMATICA,2014,01 - Scienze matematiche e informatiche
125,Ricercatore,ATZORI Maurizio,M,CAGLIARI,,INF/01,01/B1,Matematica e Informatica,2014,01 - Scienze matematiche e informatiche
126,Ordinario,AULETTA Vincenzo,M,SALERNO,,INF/01,01/B1,Informatica,2014,01 - Scienze matematiche e informatiche
127,Associato confermato,AVALLONE Anna,F,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2014,01 - Scienze matematiche e informatiche
128,Ordinario,AVELLA Pasquale,M,SANNIO di BENEVENTO,,MAT/09,01/A6,Ingegneria,2014,01 - Scienze matematiche e informatiche
129,Associato confermato,AVELLONE Alessandro,M,MILANO-BICOCCA,,INF/01,01/B1,STATISTICA E METODI QUANTITATIVI,2014,01 - Scienze matematiche e informatiche
130,Associato confermato,AVERNA Diego,M,PALERMO,,MAT/05,01/A3,Matematica e Informatica,2014,01 - Scienze matematiche e informatiche
131,Ricercatore,AVITABILE Marina,F,MILANO-BICOCCA,,MAT/02,01/A2,MATEMATICA E APPLICAZIONI,2014,01 - Scienze matematiche e informatiche
132,Associato,AYUSO DE DIOS Blanca Pilar,F,BOLOGNA,,MAT/08,01/A5,Matematica,2014,01 - Scienze matematiche e informatiche
133,Ricercatore,AZZOLLINI Antonio,M,BASILICATA,,MAT/05,01/A3,"Matematica, Informatica ed Economia",2014,01 - Scienze matematiche e informatiche
134,Ordinario,BABAOGLU Ozalp,M,BOLOGNA,,INF/01,01/B1,Informatica - Scienza e Ingegneria,2014,01 - Scienze matematiche e informatiche
135,Ricercatore,BACCHELLI Barbara,F,MILANO-BICOCCA,,MAT/05,01/A3,MATEMATICA E APPLICAZIONI,2014,01 - Scienze matematiche e informatiche
136,Associato confermato,BACCHELLI Valeria,F,Politecnico di MILANO,,MAT/05,01/A3,Matematica,2014,01 - Scienze matematiche e informatiche
137,Ordinario,BACCIOTTI Andrea,M,Politecnico di TORINO,,MAT/05,01/A3,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2014,01 - Scienze matematiche e informatiche
138,Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BACCIU Davide,M,PISA,,INF/01,01/B1,INFORMATICA,2014,01 - Scienze matematiche e informatiche
139,Associato confermato,BADER Laura,F,Napoli Federico II,,MAT/03,01/A2,"Matematica e Applicazioni ""Renato Caccioppoli""",2014,01 - Scienze matematiche e informatiche
140,Ordinario,BADIALE Marino,M,TORINO,,MAT/05,01/A3,Matematica Giuseppe Peano,2014,01 - Scienze matematiche e informatiche
141,Ricercatore,BAGAGIOLO Fabio,M,TRENTO,,MAT/05,01/A3,Matematica,2014,01 - Scienze matematiche e informatiche
142,Ordinario,BAGARELLO Fabio,M,PALERMO,,MAT/07,01/A4,"Energia, Ingegneria dell'Informazione e Modelli Matematici (DEIM)",2014,01 - Scienze matematiche e informatiche
143,Ordinario,BAGNARA Roberto,M,PARMA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2014,01 - Scienze matematiche e informatiche
144,Ricercatore,BAGNERINI Patrizia,F,GENOVA,,MAT/08,01/A5,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2014,01 - Scienze matematiche e informatiche
145,Ordinario,BAIARDI Fabrizio Emilio,M,PISA,,INF/01,01/B1,INFORMATICA,2014,01 - Scienze matematiche e informatiche
146,Ricercatore,BAIOLETTI Marco,M,PERUGIA,,INF/01,01/B1,MATEMATICA E INFORMATICA,2014,01 - Scienze matematiche e informatiche
147,Ricercatore,BAITI Paolo,M,UDINE,,MAT/05,01/A3,Matematica e Informatica,2014,01 - Scienze matematiche e informatiche
148,Ordinario,BALBO Gianfranco,M,TORINO,,INF/01,01/B1,Informatica,2014,01 - Scienze matematiche e informatiche
149,Associato,BALDACCI Roberto,M,BOLOGNA,,MAT/09,01/A6,"Ingegneria dell'Energia Elettrica e dell'Informazione ""Guglielmo Marconi""",2014,01 - Scienze matematiche e informatiche
150,Associato confermato,BALDAN Paolo,M,PADOVA,,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2014,01 - Scienze matematiche e informatiche
151,Ordinario,BALDASSARRI Francesco,M,PADOVA,,MAT/03,01/A2,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2014,01 - Scienze matematiche e informatiche
152,Ricercatore,BALDI Annalisa,F,BOLOGNA,,MAT/05,01/A3,Matematica,2014,01 - Scienze matematiche e informatiche
153,Ordinario,BALDI Paolo,M,"ROMA ""Tor Vergata""",,MAT/06,01/A3,Matematica,2014,01 - Scienze matematiche e informatiche
154,Ricercatore,BALDI Pietro,M,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2014,01 - Scienze matematiche e informatiche
155,Associato confermato,BALDO Sisto,M,VERONA,,MAT/05,01/A3,Informatica,2014,01 - Scienze matematiche e informatiche
156,Ordinario,BALDONI Maria,F,"ROMA ""Tor Vergata""",,MAT/03,01/A2,Matematica,2014,01 - Scienze matematiche e informatiche
157,Associato confermato,BALDONI Matteo,M,TORINO,,INF/01,01/B1,Informatica,2014,01 - Scienze matematiche e informatiche
158,Ordinario,BALLICO Edoardo,M,TRENTO,,MAT/03,01/A2,Matematica,2014,01 - Scienze matematiche e informatiche
159,Ricercatore,BALLIS Demis,M,UDINE,,INF/01,01/B1,Matematica e Informatica,2014,01 - Scienze matematiche e informatiche
160,Associato confermato,BALOSSINO Nello,M,TORINO,,INF/01,01/B1,Informatica,2014,01 - Scienze matematiche e informatiche
161,Ordinario,BALSAMO Maria Simonetta,F,"""Ca' Foscari"" VENEZIA",,INF/01,01/B1,"Scienze Ambientali, Informatica e Statistica",2014,01 - Scienze matematiche e informatiche
162,Ricercatore,BALZANO Walter,M,Napoli Federico II,,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,2014,01 - Scienze matematiche e informatiche
163,Ordinario,BAMBUSI Dario Paolo,M,MILANO,,MAT/07,01/A4,Matematica 'Federigo Enriques',2014,01 - Scienze matematiche e informatiche
164,Ordinario,BAMPI Franco,M,GENOVA,,MAT/07,01/A4,"Ingegneria meccanica,energetica,gestionale e dei trasporti (DIME)",2014,01 - Scienze matematiche e informatiche
165,Ricercatore,BANDE Gianluca,M,CAGLIARI,,MAT/03,01/A2,Matematica e Informatica,2014,01 - Scienze matematiche e informatiche
166,Associato confermato,BANDIERI Paola,F,MODENA e REGGIO EMILIA,,MAT/03,01/A2,"Scienze fisiche, informatiche e matematiche",2014,01 - Scienze matematiche e informatiche
167,Ricercatore,BANDINI Andrea,M,PARMA,,MAT/02,01/A2,MATEMATICA E INFORMATICA,2014,01 - Scienze matematiche e informatiche
168,Ordinario,BANDINI Stefania,F,MILANO-BICOCCA,,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2014,01 - Scienze matematiche e informatiche
169,Ricercatore,BARACCO Luca,M,PADOVA,,MAT/05,01/A3,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",2014,01 - Scienze matematiche e informatiche
170,Associato confermato,BARATELLA Paola,F,Politecnico di TORINO,,MAT/08,01/A5,SCIENZE MATEMATICHE Giuseppe Luigi Lagrange,2014,01 - Scienze matematiche e informatiche
171,Straordinario,BARATELLA Stefano,M,TRENTO,,MAT/01,01/A1,Matematica,2014,01 - Scienze matematiche e informatiche
172,Ricercatore,BARBAGALLO Annamaria,F,Napoli Federico II,,MAT/05,01/A3,"Matematica e Applicazioni ""Renato Caccioppoli""",2014,01 - Scienze matematiche e informatiche
173,Associato confermato,BARBANERA Franco,M,CATANIA,,INF/01,01/B1,Matematica e Informatica,2014,01 - Scienze matematiche e informatiche
174,Ricercatore,BARBANTE Paolo Francesco,M,Politecnico di MILANO,,MAT/07,01/A4,Matematica,2014,01 - Scienze matematiche e informatiche
