,Fascia,Cognome e Nome,Genere,Ateneo,Facoltà,S.S.D.,S.C.,Struttura di afferenza,year,area
28,Ordinario,AIENA Pietro,M,PALERMO,Ingegneria,MAT/05,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2001,01 - Scienze matematiche e informatiche
29,Ricercatore,AIMI Alessandra,F,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
30,Associato confermato,ALBANESE Angela Anna,F,SALENTO,Ingegneria,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
31,Associato confermato,ALBANESE Bianca,F,PALERMO,Ingegneria,MAT/05,,METODI E MODELLI MATEMATICI,2001,01 - Scienze matematiche e informatiche
32,Associato confermato,ALBANO Alberto,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
33,Ordinario,ALBANO Antonio,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
34,Ricercatore,ALBANO Giovannina,F,SALERNO,Ingegneria,MAT/03,,INGEGNERIA ELETTRONICA E INGEGNERIA INFORMATICA/DIEII,2001,01 - Scienze matematiche e informatiche
35,Ricercatore non confermato,ALBANO Paolo,M,BOLOGNA,"Architettura ""Aldo Rossi""",MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
36,Associato confermato,ALBERTI Enrico,M,Politecnico di MILANO,Ingegneria IV,MAT/07,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
37,Associato confermato,ALBERTI Giovanni,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
38,Associato non confermato,ALBERTI Maria Alberta,F,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E COMUNICAZIONE,2001,01 - Scienze matematiche e informatiche
39,Ricercatore,ALBERTINI Francesca,F,PADOVA,Ingegneria,MAT/05,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
40,Associato confermato,ALESINA Alberto Claudio Bruno,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/05,,Non disponibile,2001,01 - Scienze matematiche e informatiche
41,Ordinario,ALESSANDRINI Giovanni,M,TRIESTE,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E GEOSCIENZE,2001,01 - Scienze matematiche e informatiche
42,Ordinario,ALESSANDRINI Lucia,F,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
43,Ricercatore,ALESSI Fabio,M,UDINE,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
44,Ricercatore non confermato,ALESSIO Francesca Gemma,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,INGEGNERIA INDUSTRIALE E SCIENZE MATEMATICHE,2001,01 - Scienze matematiche e informatiche
45,Ricercatore non confermato,ALETTI Giacomo,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
46,Ricercatore,ALFIERI Roberto,M,PARMA,Scienze Matematiche Fisiche e Naturali,INF/01,,FISICA,2001,01 - Scienze matematiche e informatiche
47,Ricercatore non confermato,ALICANDRO Roberto,M,CASSINO e LAZIO MERIDIONALE,Ingegneria,MAT/05,,"AUTOMAZIONE, ELETTROMAGNETISMO, INGEGNERIA DELL'INFORMAZIONE E MATEMATICA INDUSTRIALE",2001,01 - Scienze matematiche e informatiche
48,Ricercatore,ALIFFI Davide,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
49,Ordinario,ALLASIA Giampietro,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
50,Ordinario,ALLINEY Stefano,M,BOLOGNA,Economia,MAT/09,,MATEMATICA GENERALE E FINANZIARIA,2001,01 - Scienze matematiche e informatiche
51,Incaricato,ALOISIO Pantaleo,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/01,,Non disponibile,2001,01 - Scienze matematiche e informatiche
52,Ricercatore non confermato,ALONSO RODRIGUEZ Ana Maria,F,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
53,Ordinario,ALTOMARE Francesco,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
54,Associato confermato,ALUFFI PENTINI Filippo,M,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,METODI E MODELLI MATEMATICI PER LE SCIENZE APPLICATE,2001,01 - Scienze matematiche e informatiche
55,Ordinario,ALVINO Angelo,M,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
56,Associato confermato,ALZATI Alberto,M,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
57,Ricercatore,AMADORI Debora,F,MILANO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
58,Incaricato,AMANTE Vittoria,F,MESSINA,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
59,Associato confermato,AMAR Micol,F,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2001,01 - Scienze matematiche e informatiche
60,Ricercatore,AMATO Roberto,M,MESSINA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
61,Associato confermato,AMBRIOLA Vincenzo,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
62,Ricercatore,AMBROGIO Elisabetta,F,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
63,Ordinario,AMBROSETTI Antonio Giacomo,M,SISSA - TRIESTE,Classe di Fisica e Classe di Matematica,MAT/05,,SETTORE ANALISI FUNZIONALE E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
64,Ricercatore,AMBROSI Davide Carlo,M,Politecnico di TORINO,Ingegneria,MAT/07,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
65,Ordinario,AMBROSIO Luigi,M,Scuola Normale Superiore di PISA,Classe di Scienze Mat. e Nat.,MAT/05,,CLASSE DI SCIENZE MATEMATICHE E NATURALI,2001,01 - Scienze matematiche e informatiche
66,Assistente r.e.,AMBROSIO Rosanna,F,Napoli Federico II,Architettura,MAT/03,01/A2,Non disponibile,2001,01 - Scienze matematiche e informatiche
67,Straordinario,AMENDOLA Giovambattista,M,PISA,Ingegneria,MAT/07,,MATEMATICA APPLICATA,2001,01 - Scienze matematiche e informatiche
68,Assistente r.e.,AMENDOLA Maria Grazia,F,"ROMA ""La Sapienza""",Ingegneria,MAT/05,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2001,01 - Scienze matematiche e informatiche
69,Associato confermato,AMICI Oriella Maria,F,BARI,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
70,Ordinario,AMIT Daniel,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,INF/01,,FISICA,2001,01 - Scienze matematiche e informatiche
71,Ricercatore non confermato,AMODDEO Antonino,M,Mediterranea di REGGIO CALABRIA,Ingegneria,MAT/07,,MECCANICA E MATERIALI,2001,01 - Scienze matematiche e informatiche
72,Associato confermato,AMODIO Pierluigi,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
73,Ricercatore,AMOROSO Alessandro,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
74,Ricercatore,ANATRIELLO Giuseppina,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
75,Ricercatore non confermato,ANCONA Davide,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
76,Ricercatore,ANCONA Fabio,M,BOLOGNA,Ingegneria,MAT/05,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
77,Associato confermato,ANCONA Massimo,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
78,Ordinario,ANCONA Vincenzo,M,FIRENZE,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
79,Ordinario,ANDREASSI Gabriele,M,SALENTO,Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
80,Ordinario,ANDREATTA Giovanni,M,PADOVA,Scienze Statistiche,MAT/09,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
81,Straordinario,ANDREATTA Marco,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
82,Assistente r.e.,ANDREAZZO Aldo,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
83,Associato confermato,ANDREINI Alessandra,F,SIENA,Ingegneria,MAT/05,,INGEGNERIA DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
84,Associato non confermato,ANDRETTA Alessandro,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/01,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
85,Straordinario,ANDREUCCI Daniele,M,"ROMA ""La Sapienza""",Ingegneria,MAT/07,,SCIENZE DI BASE ED APPLICATE PER L'INGEGNERIA,2001,01 - Scienze matematiche e informatiche
86,Associato confermato,ANDREUSSI Federico,M,PISA,Scienze Matematiche Fisiche e Naturali,MAT/07,,Non disponibile,2001,01 - Scienze matematiche e informatiche
87,Associato confermato,ANGELERI Emanuele,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,Non disponibile,2001,01 - Scienze matematiche e informatiche
88,Associato non confermato,ANGLANO Cosimo Filomeno,M,PIEMONTE ORIENTALE,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
89,Ordinario,ANICHINI Giuseppe,M,FIRENZE,Ingegneria,MAT/05,,SISTEMI E INFORMATICA,2001,01 - Scienze matematiche e informatiche
90,Ordinario,ANILE Angelo Marcello,M,CATANIA,Scienze Matematiche Fisiche e Naturali,MAT/07,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
91,Ricercatore,ANSELMO Marcella,F,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2001,01 - Scienze matematiche e informatiche
92,Ricercatore,ANTONACCI Flavia,F,CHIETI-PESCARA,Economia,MAT/05,,SCIENZE,2001,01 - Scienze matematiche e informatiche
93,Associato confermato,ANTONELLI Fabio,M,CHIETI-PESCARA,Economia,MAT/06,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
94,Associato confermato,ANTONUCCI Salvatore,M,Napoli Federico II,Ingegneria,MAT/03,,MATEMATICA E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
95,Ordinario,ANZELLOTTI Gabriele,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
96,Straordinario,APOLLONI Bruno,M,MILANO,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
97,Ricercatore,ARAGNO Eziamaria,F,Politecnico di MILANO,Ingegneria VI,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
98,Ordinario,ARBARELLO Enrico,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
99,Straordinario,ARBIB Claudio,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/09,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
100,Associato confermato,ARCA Giuseppe,M,CAGLIARI,Ingegneria,MAT/03,,Non disponibile,2001,01 - Scienze matematiche e informatiche
101,Ordinario,ARCHETTI Francesco,M,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/09,,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",2001,01 - Scienze matematiche e informatiche
102,Ricercatore,ARCIDIACONO Ilia,F,"ROMA ""La Sapienza""","Architettura ""Ludovico Quaroni""",MAT/06,,"DATA-DESIGN, TECNOLOGIA DELL'ARCHITETTURA,TERRITORIO E AMBIENTE",2001,01 - Scienze matematiche e informatiche
103,Ricercatore,ARCOZZI Nicola,M,BOLOGNA,Ingegneria,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
104,Ricercatore non confermato,ARDISSONO Liliana,F,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
105,Associato confermato,ARDITO Ada,F,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
106,Ricercatore,ARDIZZONE Lucia,F,PALERMO,Ingegneria,MAT/05,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2001,01 - Scienze matematiche e informatiche
107,Ordinario,ARENA Orazio,M,FIRENZE,Architettura,MAT/05,,COSTRUZIONI E RESTAURO,2001,01 - Scienze matematiche e informatiche
108,Associato non confermato,AREZZO Claudio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
109,Associato confermato,AREZZO Domenico,M,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
110,Ricercatore,ARIOLI Gianni,M,PIEMONTE ORIENTALE,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
111,Ordinario,ARLOTTI Luisa,F,UDINE,Ingegneria,MAT/07,,INGEGNERIA CIVILE E ARCHITETTURA (DICA),2001,01 - Scienze matematiche e informatiche
112,Ordinario,ARNESE Giuseppe,M,BARI,Scienze Matematiche Fisiche e Naturali,MAT/05,,Non disponibile,2001,01 - Scienze matematiche e informatiche
113,Ordinario,AROSIO Alberto Giorgio,M,PARMA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
114,Ricercatore,ARTALE Maria,F,"ROMA ""Tor Vergata""",Ingegneria,MAT/03,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
115,Associato confermato,ARTICO Giuliano,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
116,Ordinario,ARUFFO Ada,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
117,Ordinario,ARZARELLO Ferdinando,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/04,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
118,Ricercatore,ASCENZI Oscar,M,FERRARA,Ingegneria,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
119,Ricercatore,ASCOLI Davide,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
120,Ordinario,ASCOLI Renato,M,Politecnico di TORINO,Ingegneria III,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
121,Straordinario,ASPERTI Andrea,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
122,Ricercatore,ASTENGO Francesca,F,GENOVA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
123,Ordinario,ASTESIANO Egidio,M,GENOVA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA E SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
124,Associato confermato,ATTAIANESE Carmine,M,Napoli Federico II,Ingegneria,MAT/07,,Non disponibile,2001,01 - Scienze matematiche e informatiche
125,Straordinario,ATTARDI Giuseppe,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
126,Associato confermato,AUDOLY Stefania,F,CAGLIARI,Ingegneria,MAT/08,,INGEGNERIA STRUTTURALE,2001,01 - Scienze matematiche e informatiche
127,Associato non confermato,AULETTA Vincenzo,M,SALERNO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA/DI,2001,01 - Scienze matematiche e informatiche
128,Associato non confermato,AVALLONE Anna,F,BASILICATA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
129,Ricercatore,AVELLA Pasquale,M,SANNIO di BENEVENTO,Ingegneria,MAT/09,,INGEGNERIA,2001,01 - Scienze matematiche e informatiche
130,Ricercatore,AVERNA Diego,M,PALERMO,Ingegneria,MAT/05,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
131,Associato confermato,AYMERICH Francesco Maria,M,CAGLIARI,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
132,Ordinario,BABAOGLU Ozalp,M,BOLOGNA,Scienze Matematiche Fisiche e Naturali,INF/01,,SCIENZE DELL'INFORMAZIONE,2001,01 - Scienze matematiche e informatiche
133,Associato confermato,BACCELLA Giuseppe,M,L'AQUILA,Scienze Matematiche Fisiche e Naturali,MAT/02,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
134,Ricercatore,BACCHELLI Barbara,F,MILANO-BICOCCA,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
135,Associato confermato,BACCHELLI Valeria,F,Politecnico di MILANO,Ingegneria V,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
136,Ordinario,BACCIOTTI Andrea,M,Politecnico di TORINO,Ingegneria,MAT/05,,SCIENZE MATEMATICHE,2001,01 - Scienze matematiche e informatiche
137,Associato non confermato,BADER Laura,F,Napoli Federico II,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA E APPLICAZIONI,2001,01 - Scienze matematiche e informatiche
138,Straordinario,BADIALE Marino,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
139,Ricercatore,BADII Maurizio,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,"METODI E MODELLI PER L'ECONOMIA, IL TERRITORIO, LA FINANZA",2001,01 - Scienze matematiche e informatiche
140,Ricercatore non confermato,BAGAGIOLO Fabio,M,TRENTO,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
141,Ricercatore,BAGARELLO Fabio,M,PALERMO,Ingegneria,MAT/07,,"INGEGNERIA ELETTRICA, ELETTRONICA E DELLE TELECOMUNICAZIONI, DI TECNOLOGIE CHIMICHE, AUTOMATICA E MODELLI MATEMATICI",2001,01 - Scienze matematiche e informatiche
142,Associato non confermato,BAGNARA Roberto,M,PARMA,Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
143,Ricercatore non confermato,BAGNI Giorgio,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/04,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
144,Associato confermato,BAIARDI Fabrizio Emilio,M,PISA,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
145,Ordinario,BAIOCCHI Claudio,M,"ROMA ""La Sapienza""",Scienze Matematiche Fisiche e Naturali,MAT/05,,"METODI E MODELLI PER L'ECONOMIA, IL TERRITORIO, LA FINANZA",2001,01 - Scienze matematiche e informatiche
146,Ricercatore non confermato,BAITI Paolo,M,UDINE,Scienze Matematiche Fisiche e Naturali,MAT/05,,MATEMATICA E INFORMATICA,2001,01 - Scienze matematiche e informatiche
147,Ordinario,BALBO Gianfranco,M,TORINO,Scienze Matematiche Fisiche e Naturali,INF/01,,INFORMATICA,2001,01 - Scienze matematiche e informatiche
148,Associato confermato,BALCONI Giorgio,M,PAVIA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA 'FELICE CASORATI',2001,01 - Scienze matematiche e informatiche
149,Ricercatore non confermato,BALDACCI Roberto,M,MODENA e REGGIO EMILIA,Ingegneria II Sede di REGGIO EMILIA,MAT/09,,"ELETTRONICA, INFORMATICA E SISTEMISTICA",2001,01 - Scienze matematiche e informatiche
150,Ricercatore non confermato,BALDAN Paolo,M,"""Ca' Foscari"" VENEZIA",Scienze Matematiche Fisiche e Naturali,INF/01,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
151,Ordinario,BALDASSARRI Francesco,M,PADOVA,Scienze Matematiche Fisiche e Naturali,MAT/03,,MATEMATICA PURA E APPLICATA,2001,01 - Scienze matematiche e informatiche
152,Assistente r.e.,BALDI Giovanni,M,TORINO,Scienze Matematiche Fisiche e Naturali,MAT/08,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
153,Ordinario,BALDI Paolo,M,"ROMA ""Tor Vergata""",Scienze Matematiche Fisiche e Naturali,MAT/06,,MATEMATICA,2001,01 - Scienze matematiche e informatiche
